account,balance
haydenjuhage,157.8000
guydcnbwhege,157.7837
gu2dmnrsgmge,157.7500
ha4tkmzygyge,157.7413
gm4toobtguge,157.7407
ge2tknzwgyge,157.7393
gq3denruhage,157.7302
gqztanztgege,157.7282
g44tanjvgege,157.7000
gy3tkmrzg4ge,157.6791
haytinzugige,157.6663
geztemjwgyge,157.6620
gi2dkmztgage,157.6600
ha4danjxgyge,157.6564
ha2tinbshege,157.6366
g44tcojxhage,157.6319
hazdmmbygege,157.6220
ha4dsmrrg4ge,157.5667
gqztqnbtguge,157.5660
ha2domzwguge,157.5619
hazdsmrqgige,157.5500
hezdmmbyg4ge,157.5420
gm2tembthage,157.5397
gezdonjqhege,157.5216
g44tkojvgige,157.5163
g44tcnzygige,157.5080
gu2tinrshege,157.5013
gm2tqmrvgmge,157.4900
gy3dmojqgyge,157.4825
he4dqmjrgene,157.4814
gmydomjugyge,157.4789
ge4dcnjuguge,157.4607
gi4dqobwgene,157.4604
he2tgnbzgene,157.4538
gy3tgobqhage,157.4208
heydmmjygige,157.4045
guzdgobsgege,157.3947
guydkojrhage,157.3736
ge3dcojwguge,157.3525
gy2dmnrvhage,157.3513
guydmnbwgqge,157.3505
geytsobtguge,157.3498
heztcmbqgqge,157.3322
gy3tqojugege,157.2916
gy4tgmzsgige,157.2822
gq2tqnzyhege,157.2758
gi2dqmjrgyge,157.2662
gy3dsmrzgige,157.2624
gmydcmbwgage,157.2342
he4tamjvgene,157.2073
guytonjtguge,157.1572
g43tgobtgqge,157.1483
gi4dmnjwgyge,157.1449
ge4tqmzygige,157.1205
ha2tenzqgige,157.1180
heydgojtgqge,157.0985
gmzdcmzsgyge,157.0834
heytimzygqge,157.0553
haydgnzvhage,157.0420
gu4denjrgige,157.0420
gu2dembsguge,157.0315
gi4tomrzgage,157.0234
hezdqnrygage,157.0225
ge4diobvhage,157.0046
guztgmbtgage,157.0043
guyteobrgqge,157.0000
heztcmjygmge,157.0000
gqztonjzgmge,157.0000
gq2demjugyge,157.0000
gq2tinjwgqge,156.9685
gm4teobygage,156.9001
gm3dambqgyge,156.8808
gm4danbxgmge,156.8349
guydqnzuhege,156.8254
gu2tsmzugege,156.8206
g42tkojrgege,156.8189
guztenzwgage,156.8000
guztknbzgyge,156.7990
heydmnrsgyge,156.7827
gyytmmjtguge,156.7776
heydknjygage,156.7715
g42tsnbqhage,156.7335
gy4tknrwgage,156.7319
g43dimjsgege,156.7000
ha4timzxgege,156.7000
gi3donjygage,156.6870
ha3dembvgmge,156.6828
geztcmbugage,156.6721
ge4demzyg4ge,156.6501
ha4tknjyguge,156.6485
gizdomzxgyge,156.6433
gy3dsnbrgage,156.6370
gu2doobygige,156.6123
g42dgmrygene,156.6006
geztambsguge,156.5932
gm4donzsgage,156.5440
gyydemrzgyge,156.5287
gy4tonztguge,156.5000
gq2donzygege,156.4769
gqydooagenes,156.4697
g43dmnigenes,156.4652
gu3tcobvguge,156.4525
hezdinjsguge,156.4520
ha3dknbwgege,156.4430
haydcnjuhage,156.4429
ha3tgnjwhege,156.4331
gyztgmjugmge,156.4330
ha2tqnrqgige,156.4155
g44tknbwhege,156.4000
geydcobzgene,156.3985
gezdsmrrgige,156.3799
g43dcobvhage,156.3332
gy4tcmztgige,156.3300
gu2demjrgmge,156.3115
gq2tenzrg4ge,156.3092
haydimzugige,156.2990
gm3dgmrygege,156.2736
gqytcmrrguge,156.2534
gq3dqmjsgqge,156.2392
haztcobvgege,156.2100
gi2tonrrgqge,156.2089
gy3dqnbvgage,156.1894
gu2dsobzhage,156.1599
gmztmobvguge,156.1544
gm4tsmzrguge,156.1430
gy4dknjqguge,156.1409
gy2dambvgige,156.1265
gm4tcnbshage,156.1132
gu4domrqhage,156.1040
gi3dcnbzg4ge,156.0820
g4ytqmbwgage,156.0496
guydoobxgmge,156.0000
heztcmjuhege,156.0000
geydanrzgqge,156.0000
g44tknzwgyge,156.0000
gmztcmrygage,155.9997
gu2tinjzgyge,155.9814
gy3dqobvgmge,155.9758
ha2toojxgage,155.9697
gu4timbqgige,155.9600
gu4tknjqgage,155.9383
gy3tgnrshage,155.9119
hazdsnjxguge,155.9051
gq4tombrgege,155.8430
gm2dqmjqg4ge,155.7881
gq2taojqhage,155.7880
guztimzrgige,155.7290
gm2tambvgige,155.7100
g44tmnjuhege,155.7060
gq3tqnbygqge,155.6773
g43tinjzgene,155.6738
ge3tembtgqge,155.6664
gu3temjsgqge,155.6537
gq4dinzxgige,155.6467
gizdgnbzg4ge,155.6048
hazdeobxhege,155.5908
hazdgobxhege,155.5908
giytgmbtgene,155.5763
gqztoobrgmge,155.5561
giytinbrgyge,155.5054
hazdaobzg4ge,155.4714
gm4dqnrrgige,155.4430
haytgobrgyge,155.4171
gm3daojugene,155.4164
g42dcobyg4ge,155.3939
g43tmmjqgage,155.3760
gy2temrsgege,155.3440
ha4dcnzqgage,155.3338
geytcnrsguge,155.3126
hazdimzugege,155.3000
g43demjvgege,155.2823
ha3dsmbygege,155.2819
haydmnzsgyge,155.2303
gq4doobqgege,155.2198
gq2tsnrrgmge,155.2189
gq3dsmjwgige,155.1990
heydcnzvg4ge,155.1868
giztqmjqgege,155.1790
heydinrwguge,155.1478
ha2tknrtg4ge,155.1244
gyzdmnjwgene,155.1147
gu3tkmrwg4ge,155.1103
gq4dsojqguge,155.0900
gizdsnjqguge,155.0688
ha2tcnzshege,155.0629
gi4tamjvhege,155.0473
g43tmmbrgige,155.0468
gy3tgnzrhege,155.0388
guytqnrrhege,155.0159
gm2tomjygage,155.0142
hezdgmzygqge,155.0000
gqytsmbthege,155.0000
haydknbrhage,155.0000
gmytimjthege,155.0000
g44dqmjvguge,155.0000
gi2tiobugage,154.9688
gm4danbygege,154.9668
gmytsmrzg4ge,154.9086
ge4dcnruhege,154.9083
gm3dmmjvhage,154.9035
ha4danbzgqge,154.9000
ha4doojwgage,154.9000
gi3dcmjuhege,154.8822
g4ztgmrzgqge,154.8595
geztombrhege,154.8450
gm3tmnbxg4ge,154.8373
g4ydqmrzgige,154.8187
gq4dimbvhage,154.8058
ha2dinrrgage,154.8008
gq2dimrsgege,154.8000
gi4tamjsgige,154.7940
gi4tknrxhage,154.7900
gqzteobtgqge,154.7791
ge4doojxgage,154.7750
gizdonrygqge,154.7724
ha2tkojzgmge,154.7705
ge3dqmzzhege,154.7684
gm4dsmrugyge,154.6361
gqydinjzg4ge,154.6222
guydgmjtgige,154.6081
hezdsmbwgage,154.6002
geytqobrg4ge,154.5951
hezdmmjugmge,154.5845
g43dinbshage,154.5688
gm3tomzqhage,154.5600
gy3tcobwhage,154.5459
g4zdimjvgyge,154.5450
gi2tqnzqgige,154.5440
gm3tonjvgige,154.5081
ha2timjxgege,154.5000
ha2tgmjvgige,154.4895
gu3tanbsgage,154.4786
hezdamrvhage,154.4548
ha4temjzgyge,154.4470
ge4tgmrwgige,154.4327
g44tsmbwgmge,154.4161
ge3diojzgage,154.4063
guztgnzyg4ge,154.4000
haytkmzwgage,154.3220
geydinbyg4ge,154.3188
gq4tknzsguge,154.3136
gyztimbthage,154.2888
ha4taobxgqge,154.2650
guydqmjqhege,154.2640
ha3tmmjrgmge,154.2450
gu2tsmjwg4ge,154.2149
haydiobthege,154.2135
giztqmbvg4ge,154.2053
gy4dgnjsgmge,154.2000
hazdqojvhage,154.1844
gmzdmnjqgqge,154.1700
gqztmmrshage,154.1600
g44donzwgege,154.1580
gm3danjygige,154.1544
gmydqnbzgyge,154.1450
gqydanbsgige,154.1450
haydgmjsguge,154.1299
guzdsnzrgqge,154.1191
gi4tsmjygqge,154.1097
gy3dcnrxguge,154.0950
gq3tomzvgage,154.0826
gq3tqmrxguge,154.0826
g4zdgojzgene,154.0805
ha3tcnjqhege,154.0700
ge4dsnjugige,154.0548
gyzdinbshege,154.0528
ha2tsmbqgege,154.0450
hazdkojshage,154.0233
gi4tonzzhege,154.0000
ha2dknjzgyge,153.9950
g42dkojugage,153.9905
haydknjygmge,153.9900
geydenjyhage,153.9699
geytqmzxgqge,153.9570
ha2dkmzzgage,153.9083
ha3dsmjyhage,153.9000
g44dqnjzgege,153.8935
haydsojthege,153.8916
guztamzxhege,153.8726
ge3tsobvgmge,153.8515
g44tqnjvhage,153.8485
gq4tmnbuhage,153.8450
hezdomjxgige,153.8150
ha4danagenes,153.8131
geztonzxguge,153.8084
haydsnrugage,153.8000
gq4tknrxhage,153.7972
ha4tgobzgqge,153.7900
g42tsmryguge,153.7875
heydimzxgqge,153.7858
guztmobxg4ge,153.7724
gqydsmzzgage,153.7618
geydcnzygene,153.7266
gqydgnjxhege,153.7200
gy3tknjygqge,153.6758
gq2dqnrxgege,153.6718
gyydqmqgenes,153.6705
gi2dimbrgage,153.6670
guytmojthage,153.6582
ha2dqmzrgene,153.6577
haztombwgene,153.6577
ha2dqojvgene,153.6577
ha2dmmbsgene,153.6577
gu3dmmigenes,153.6492
gq3dgmjzgege,153.6411
gq3dmmjwgage,153.6253
gq4dsnrvguge,153.6000
gy3dimjxgege,153.5726
gi3dcmztgene,153.5446
gi4dmmztgene,153.5446
gi3doojygene,153.5446
gu2dqmjxhage,153.5446
gi3dsnrrgene,153.5446
gi3tenrqgene,153.5446
gi2tknrzgene,153.5446
gi2tgnjtgene,153.5446
gi2tknbqhege,153.5391
gqztmnigenes,153.5227
gy3demzuguge,153.5130
gi2tgmzugige,153.5110
gu2tonbrgige,153.5100
gy4dqnbygmge,153.5000
gi2daojwguge,153.4954
g4ytiobzgige,153.4863
ha2tonzvgage,153.4753
gq3tgnjqgyge,153.4673
gy3tqnbygege,153.4560
he3tqmbwgene,153.4546
hezdkojvhege,153.4540
g44dcojxg4ge,153.4407
gm4domzug4ge,153.4346
giytsmjshege,153.4325
hezdqnjqgene,153.4252
ha3tooigenes,153.3973
gezdamrwgene,153.3972
haydqmqgenes,153.3972
geydiojzgene,153.3972
g43denagenes,153.3972
gq3dkmqgenes,153.3972
g44tgmigenes,153.3972
gq4taoagenes,153.3972
guytcnagenes,153.3972
gy2dgmzrgene,153.3972
haytonagenes,153.3972
gizdsnqgenes,153.3972
gezdinzygene,153.3972
ha2tgnygenes,153.3972
gy4dmmygenes,153.3972
guydamagenes,153.3972
gizdmoagenes,153.3972
guztonigenes,153.3972
gy2tcnagenes,153.3972
heytsnagenes,153.3972
guzdsmagenes,153.3972
g4zdioigenes,153.3972
gmztanagenes,153.3972
gqytooagenes,153.3972
he3tsnygenes,153.3972
haydsmagenes,153.3972
ge3tsnygenes,153.3972
gu4tcnigenes,153.3972
ha4tsnagenes,153.3972
he2dmmigenes,153.3972
heztonqgenes,153.3972
gu2tmoagenes,153.3972
heydgnqgenes,153.3972
ha2dgnagenes,153.3972
gyytsmagenes,153.3972
ge3tmmzsgige,153.3972
gyztmmbvgqge,153.3673
gq2danbwhage,153.3561
haydmmjugige,153.3460
hazdimzygage,153.3306
guydgnjtgage,153.3238
giyteojqgmge,153.3058
ge3damjyguge,153.3000
geytknzyhage,153.2989
gm2tqmygenes,153.2972
hezdonrvg4ge,153.2747
gmydqojrgmge,153.2600
g43tsnjug4ge,153.2596
g44tqnjvhege,153.2563
heydoobuhage,153.2515
ha3dkmjwgene,153.2387
gy3tqobxgege,153.2360
g43tinzrgene,153.2269
gqztinzqg4ge,153.2120
gmzdsobrgage,153.2106
ge4tcmjwgage,153.2102
gu4tmnjqhege,153.2070
ha2tmmbwgyge,153.1910
gyytsnrugqge,153.1849
gyydmnjshege,153.1830
guydiojxgage,153.1673
gy4tmnrvgene,153.1478
gqydcnrqhege,153.1312
gy3tmmbvguge,153.0860
gyytkmrxhege,153.0809
gqydimjwgige,153.0714
gu2tenjrgege,153.0660
ha4timzsg4ge,153.0377
gmzdgnzugqge,153.0257
hezdmmzvgege,153.0226
g43tanbugene,153.0225
gq4dsnrwgmge,153.0024
geytcobthege,153.0000
guydqnbthage,153.0000
ge4denzwgige,152.9944
ge4tsojvhage,152.9829
gy2dkmigenes,152.9699
gy2tinrvgige,152.9646
gu2dmnbvguge,152.9628
gm2dqojshage,152.9468
gqztqmjtgyge,152.9214
gqztqmjwgige,152.9184
gm4dsobsg4ge,152.9126
giydcobwgmge,152.9096
gu4dkobvhage,152.9079
gu3dsobxhege,152.9000
g44dsnrrgyge,152.9000
g44danzwguge,152.9000
g4ztcmjxhege,152.8667
ge3dgobshege,152.8555
gq3tgojvhege,152.8520
gq3tgnjxgqge,152.8520
ge3donbthage,152.8450
guytaojygige,152.8450
g4ydkojxgige,152.8443
gy3tsnzwhage,152.8348
ge3tenbvgege,152.8270
gy4danbzhage,152.8000
hazdmnrtg4ge,152.7818
gmztkmjxgage,152.7811
geytknbug4ge,152.7768
gmytsmrtgyge,152.7705
gi4tkobzhage,152.7664
g44dqnzshege,152.7633
hazdkmjxgige,152.7468
gm2daojtguge,152.7318
g42dqmzxg4ge,152.7159
gu4dcmzwgage,152.6946
gm4donrug4ge,152.6777
ha3tsojvgege,152.6576
gi3dcmzygmge,152.6450
gqztimbxg4ge,152.6356
gmzdcnjqgene,152.6328
gi4tqnrrg4ge,152.6056
haztanzqguge,152.6041
giyteobxgige,152.5772
gi2dcnzxgyge,152.5750
gyztaojvhege,152.5412
hezdmmrrhege,152.5384
ha4tkmzxguge,152.5094
gq3dmobvhage,152.5044
gyytemjrgyge,152.5000
g44timztg4ge,152.4960
gm4timbyguge,152.4810
gqzdqobthege,152.4365
haytinrygqge,152.4185
gy3tmnbuhege,152.4178
gu2dqmzqgyge,152.4057
ge3diojtgege,152.3748
guztqmzyhege,152.3725
gm4dimrtgmge,152.3643
geytinrwgege,152.3586
haydimrqg4ge,152.3571
gy4dmmrrg4ge,152.3467
gmytsojsg4ge,152.3434
g4ydkmzugmge,152.3000
guytqnjqgige,152.3000
gu2tcnbzg4ge,152.2968
g44temjzhege,152.2943
gm3dcmzxgmge,152.2800
gqzdanjqguge,152.2460
heydinrrg4ge,152.2334
hezdimjwgqge,152.2170
ge2daobxhege,152.2026
gqzdenzqg4ge,152.2000
gqztkmzzgqge,152.1801
gy3dimbtguge,152.1468
ha2dmmjzgyge,152.1200
gu3tqnzzguge,152.1080
gq4dknbygige,152.1055
geztqnzzgene,152.0829
gu3tinrrgyge,152.0600
gy4damrugage,152.0470
gu2tmmztgyge,152.0300
geytonrsgene,152.0222
guztcnzuguge,152.0109
gqydknbxgige,152.0066
gu2tomzsgege,152.0043
ge4temjwgige,152.0042
gyztqnjxg4ge,152.0037
gy3tmmzthage,152.0000
ha2tkmjxgage,152.0000
gm3dsmbwgage,152.0000
gq2dgmrsgyge,152.0000
gq3dqmbqgqge,152.0000
g44tknjqgige,152.0000
gu3dknbsgige,152.0000
gi4dmmjvgege,152.0000
hazdembxhege,151.9844
gizdomzvgige,151.9504
gu3tmmjvgqge,151.9429
haydmnbrguge,151.9244
g44tsojtgyge,151.9190
gqzdkmrsguge,151.9178
guztemjxgmge,151.8910
gmztomjqgege,151.8906
guytonzzgege,151.8535
gu2tcnbtgmge,151.8510
gmytmnbtgige,151.8476
gi2demrvgmge,151.8460
ge4tsmztg4ge,151.8360
gi3domrvgqge,151.8333
g44dgojvhege,151.8331
gy4tmobrgyge,151.8243
gu3tsnbyg4ge,151.8235
haztkmbvgage,151.8198
gm4tombwhage,151.8141
gi4tqmjvgene,151.7974
gy2tcnbshege,151.7868
gi3dkmjvgmge,151.7866
haydqmrvguge,151.7675
gq2dsmrtgmge,151.7620
guztoojvhage,151.7620
ge3timzxgege,151.7599
gu4tsmbvgage,151.7529
gu4damzwgege,151.7342
ha4dqnzvgqge,151.7300
gm2timjshage,151.7279
g4ztqnjxgage,151.7114
gu2tknbrgmge,151.7075
gqztmnjygqge,151.7070
gy3daojygqge,151.7031
gu3dqojxgage,151.6847
gizdinbrgege,151.6783
gq3tcmztgmge,151.6662
ha3dinruhage,151.6500
gizdcobwgqge,151.6444
hezdkmbrgage,151.6350
gy3tqobyguge,151.6108
ge4domzzgqge,151.6098
gi4tcmbrgage,151.6013
gu3dmnzzgyge,151.5900
gmztinjtgqge,151.5804
gy4diojvgqge,151.5802
gi4denrzguge,151.5732
ha3tombygige,151.5580
hezdiobygage,151.5475
g4ydmnzqguge,151.5000
gu3dsojrgqge,151.4700
g4ydmobxhage,151.4308
heytcmrygage,151.4181
ha2dinrygage,151.3970
gy3dimbtg4ge,151.3872
g4zdknrugene,151.3487
gq4dmnzxguge,151.3477
gy4dgnbrgqge,151.3010
gm3damzsguge,151.2842
ha2dsmjyguge,151.2818
gy4tkojugige,151.2800
gi4dcmbqg4ge,151.2698
g44teobsgyge,151.2563
gi4doobtgyge,151.2435
g43dsobrgege,151.2274
gy4dmojtgqge,151.2074
guztmnjvgige,151.2044
gm3timzxgege,151.1859
ge3tembugyge,151.1770
gu2denbsg4ge,151.1730
ha3tmnzzgqge,151.1600
gu2tkmzrgege,151.1490
ge4dkmzqguge,151.1252
guzdemztgqge,151.1165
gqzdoobxgqge,151.1130
gy2dgnjqgige,151.1130
g42timigenes,151.1122
gy3tgnjsgene,151.1121
gy3tamrwgene,151.1121
gq2tcnbugage,151.1000
g42dknzrgqge,151.0135
g44tsmbqguge,151.0000
heydmnzuhage,151.0000
gy3tgnrygqge,151.0000
gmztmmbuhege,151.0000
gmzdinzvg4ge,150.9918
heztaojqhege,150.9815
guydimjvguge,150.9495
gq3dgnbvgmge,150.9481
guztenzygege,150.9400
gm3toojqhege,150.9300
g43tgojrgige,150.9140
ha4tanzshege,150.8950
gu2timbvgqge,150.8911
gmytcobtguge,150.8900
gu4tmmjvguge,150.8897
geydanjtgene,150.8875
ge3donjrgige,150.8829
haydanztgige,150.8655
gi4dsojrhege,150.8600
gy2dcobxgqge,150.8574
heytamzwgige,150.8400
heytcnjrgmge,150.8300
gm3dgnjygige,150.8230
gu2tanjyg4ge,150.8004
geydonrrgmge,150.8000
gq2tqobwhage,150.8000
gqytmojqgege,150.8000
gyzdmnzygqge,150.7485
g42tqmjtguge,150.7450
gi3tcojzg4ge,150.7152
gq4tcmzxgage,150.7115
guydgojqgmge,150.7096
gyytqmbzgige,150.7005
ha3daobwgyge,150.7000
gy3tenrqgene,150.6990
ge3tkmzqhege,150.6953
gm3tamrxgage,150.6910
g4ydknrzguge,150.6900
gu3tcnzugyge,150.6876
g4zdgojugqge,150.6791
gezdamzvhege,150.6755
hezdcmzwgege,150.6700
ha4dgnbyg4ge,150.6589
gi2tqmigenes,150.6586
ge3tcmrsgmge,150.6492
gm2damjugige,150.6383
gy4damrtguge,150.6249
gi4tkmjvgyge,150.6054
gmytcmztgmge,150.5872
gy3tqmbrgene,150.5712
gyytqnzqgege,150.5598
gi3tonbwgene,150.5446
heytanjxgige,150.5364
gm3dembqg4ge,150.5200
gq4tcnzqgege,150.5167
ge3tanbqgege,150.5127
gu4dknbrgage,150.5038
gm3tamjvgege,150.5000
ge3tonrugqge,150.5000
gqztcnjqgqge,150.5000
g4ztonjqhage,150.4797
gm2denrvguge,150.4790
g43dcnrvhage,150.4740
gy3tsnrvg4ge,150.4703
heztcmjxgige,150.4585
ha2tamrwgqge,150.4490
gyzdcnbvgene,150.4263
ge3tamjrgmge,150.3899
haytemzrgige,150.3757
gm4dqmbzg4ge,150.3737
gyztembrgige,150.3600
gmzdamztgyge,150.3520
hezdomjqhage,150.3467
ge4dkmjwgige,150.3354
geztanbugene,150.3293
giydgmygenes,150.3293
heydinrwhege,150.3255
geytenzygege,150.3185
hezdomrwgmge,150.3000
gy3tonjygage,150.3000
gm2tenrthege,150.3000
ha4tmnrrhage,150.2879
gq4tamzvgage,150.2849
gm2dmmjzgmge,150.2782
gezdmojwgege,150.2715
gi4dsnzyhege,150.2687
gmydknbtguge,150.2661
gezdanzwgige,150.2514
gi4tenryg4ge,150.2490
heydanjtgyge,150.2460
hezdimzvgage,150.2430
gm3tenbzgqge,150.2406
gyztsnrygene,150.2382
ge3tkmbvhage,150.2263
heytinzxgyge,150.2100
ha3temzugege,150.2071
gy3tsnjqgige,150.2022
gq4tsobtgqge,150.1984
g43damrtguge,150.1980
gy2danjqguge,150.1919
gi3danryguge,150.1868
gy3damjsgage,150.1743
gmydonjygege,150.1656
gq2tmobyg4ge,150.1605
gq4dgojzgqge,150.1600
g44dqmrqg4ge,150.1518
gqytamjqguge,150.1490
gmztqobqguge,150.1490
gm4tqnjqguge,150.1490
gm3tgobugage,150.1490
gy4tqnzrgege,150.1376
gq3dgnbyhege,150.1340
haydgnrxg4ge,150.1191
ge4dkmrtguge,150.1156
gu3tmmjtg4ge,150.1112
g44dimrqhage,150.1084
gq4dsmbtgege,150.1015
g4ytombvguge,150.1000
gi4demrtgqge,150.0900
gi3dcobqgene,150.0898
gi4dembrhage,150.0836
ge3dcmztgyge,150.0822
gm2danzwgege,150.0600
ge4tsmrvgqge,150.0504
gq3toobrguge,150.0490
gy2dgojvhage,150.0472
ha4tmojqhage,150.0250
g4ydkojygage,150.0124
heydsojtg4ge,150.0116
ha2tinbrgene,150.0092
ge3tenrrgage,150.0091
gu4tgmbxgyge,150.0090
gy2dknbygmge,150.0086
gqytknjygene,150.0039
g43timrzgige,150.0020
hezdsojvhage,150.0020
ge3tsobygmge,150.0002
g4ztqmygenes,150.0001
gmytgnbrgqge,150.0001
gezdqnjvgene,150.0000
giztmmbqhege,150.0000
ha4tmnrrg4ge,150.0000
gu2dqojzhege,150.0000
gq3tmobzgege,150.0000
g4ytkmbvgqge,150.0000
gq4dqnrrg4ge,150.0000
gm3tqmbvgmge,150.0000
ge2tknjrgqge,150.0000
gy2tambygige,150.0000
g44tmnjvgyge,150.0000
ha3tcnrugmge,150.0000
gu3timrvhege,150.0000
haydknbwgmge,150.0000
gu3timrxg4ge,150.0000
gm3doobrgyge,150.0000
gizdombwgige,150.0000
gqzdkojzhege,150.0000
gi3doobzgege,150.0000
gezdemzsgmge,150.0000
g4zdeobwhage,150.0000
gi3dqnzqgege,150.0000
gqztimzrgqge,150.0000
gm3dmmbxgage,150.0000
g44tmmbyguge,150.0000
geytinjsgqge,150.0000
gq3dmnrzgyge,150.0000
g4ytqnzsgqge,150.0000
gm2tkmzrg4ge,150.0000
heydmobugene,150.0000
gq2dmmrtgyge,150.0000
gu3tknbugege,150.0000
gm4dinygenes,150.0000
geztinigenes,150.0000
gm3tgmzqgqge,150.0000
ge4dknjygage,150.0000
gmytanzygage,150.0000
g43tembsgige,150.0000
gy3tgojsgyge,150.0000
geytsobygige,150.0000
gi4tsmjsgege,150.0000
hazdqmbugmge,150.0000
gy3tsmzugmge,150.0000
giytinjrguge,150.0000
gy2dgnzygege,150.0000
ge3tmmjxgige,150.0000
gq2tiobzhage,150.0000
geytiojuhage,150.0000
geytanzwgqge,150.0000
gi3tonjxgege,150.0000
gy3dcnbwgege,150.0000
geytmnjxgmge,150.0000
gy3tmobsgmge,150.0000
g42dimbtgmge,150.0000
g42tqojvgige,149.9940
gyztgojuhage,149.9839
gu3dkojyguge,149.9762
gy3tsnjrg4ge,149.9685
g4ydgnjqgage,149.9548
gq4tcnbzg4ge,149.9490
gm3dqojqhage,149.9480
g4ydcmzzgqge,149.9391
gy2dcnbxgege,149.9300
gm3dmnbtgene,149.9281
heytgmryhage,149.9000
hazdmnrqgyge,149.9000
gm3dimjugige,149.9000
heytimzsgmge,149.9000
heydenzyhage,149.9000
gqzdanrthege,149.9000
heydgnbwgqge,149.9000
gm2dqnrtgmge,149.9000
gmytgojuhege,149.9000
ha3danrwgyge,149.9000
haytenrzhage,149.9000
ha4doojsgige,149.9000
ha3dsnzxgige,149.9000
gm3tmmjvgyge,149.9000
g4ztmnzthege,149.8990
gu2tsmjthege,149.8930
ge2dcnzyguge,149.8883
haytgmztgyge,149.8811
gi2dmmzuhage,149.8634
gq4tambwgyge,149.8515
heydqmrygege,149.8515
ge3dombzguge,149.8500
ge2tonjxguge,149.8500
ge3tkobzgege,149.8500
gu3dcmjsgmge,149.8480
gi3dkmrtgyge,149.8438
gmytmobugqge,149.8390
hezdgnbvhege,149.8311
gq4dcnjthege,149.8302
gy3dinzxgege,149.8253
gy2dqnbrguge,149.8236
ha3tqnztgige,149.8100
haytgojyg4ge,149.8000
gm2tqnjygmge,149.8000
ha4tinbrgmge,149.8000
gqzdgmjugige,149.7749
guytkmbshege,149.7744
giytcmzrhage,149.7717
gu3danjqguge,149.7714
g43tmmjugqge,149.7623
gm4tomzyhage,149.7500
gq2dcnbqgqge,149.7500
gm4dgmzsguge,149.7462
guzdmnbxgege,149.7320
gi2dmojrgige,149.7264
gq3denzsgmge,149.7157
gu4tenzwhage,149.7121
ha4tknjygege,149.7074
gu4dcmzrgige,149.7073
gi3tinbqgyge,149.7066
g4ztaojzhege,149.7053
gq4dmobrgqge,149.7053
ha2taojyhage,149.7000
hezdcnrrgmge,149.7000
gq2taobwgige,149.7000
heydimzygige,149.7000
gm3tenjqgage,149.7000
heydenrwgege,149.7000
gy4dgobsgage,149.7000
ha4tinrvgmge,149.7000
gm4tambygqge,149.7000
gq4timjyguge,149.6986
g43tinrugege,149.6935
gq3tcmrwhege,149.6727
gizdgojthage,149.6713
gq4tenzuhege,149.6489
guztinzug4ge,149.6446
heydomrshege,149.6349
gqzdqmbvgege,149.6313
gi2demrsgage,149.6134
gi4dkojsgyge,149.6124
ha3doojugege,149.6030
gy3denygenes,149.6010
ha4tsmzyguge,149.6000
ha3dcojvgyge,149.6000
heytembrhege,149.6000
giytinjygmge,149.5908
ha3tgobqgyge,149.5850
gi3danrugege,149.5730
geytsmbvhage,149.5539
guzdonbygmge,149.5531
haytknjzg4ge,149.5503
hezdsnzugqge,149.5500
g44dsnztgyge,149.5500
heytinzsgage,149.5500
g42tknjthege,149.5500
g4zdkobtgqge,149.5495
gu4dembqgage,149.5446
guztqobsgige,149.5361
giytiobygyge,149.5180
ge4dcnrtg4ge,149.5153
gmztimbrhage,149.5088
gyytonrxgage,149.5000
gmzteojrguge,149.5000
geytmnzygyge,149.5000
gy3danrugyge,149.5000
g42dsnjtgage,149.5000
gu2tkmbzg4ge,149.5000
geydsnztgage,149.5000
gq4deojqgage,149.5000
g4ydknrwgmge,149.5000
geydomjygege,149.5000
geydenbrgige,149.5000
g44dkmzwgqge,149.5000
gm4tsmrugage,149.5000
gm3dcnzshage,149.5000
gy3tkmbwguge,149.5000
gm2dinbrgege,149.5000
g43tmojtgmge,149.5000
gy3tmnrqgage,149.5000
guydqobqgage,149.5000
gy4tanjtgage,149.5000
gy3diojygige,149.4500
ge4tqmjxgmge,149.4451
ha2dqmjygige,149.4397
gq4tgnbygqge,149.4339
gi3tonrqhege,149.4171
gu4tenbygage,149.4143
gi3dsmrxgene,149.4059
heydgobtgege,149.4033
guztomryhege,149.4000
g4zdambxhage,149.3863
gq2tenbug4ge,149.3860
gu2dknzwguge,149.3698
gmydmnrqg4ge,149.3519
haztcmjvgage,149.3513
gi4dmnrvgage,149.3500
ha2teojvg4ge,149.3500
heytsnzwhege,149.3340
gyytknzqguge,149.3158
ge2tkmbygmge,149.3104
gu2tmnzrgqge,149.3000
gi2dcojqgqge,149.3000
gmzdonztgige,149.3000
gyztqnbvguge,149.2896
gmytknzqgage,149.2800
gi3tmobvguge,149.2764
gu3dimbzgige,149.2605
haytcobrhage,149.2590
g43dkmzrguge,149.2550
haydkmzvgqge,149.2500
gq2dknbsgyge,149.2500
g4zdmmzsgage,149.2500
gu2denrzgyge,149.2392
giztomzqgige,149.2368
gmytkmjvguge,149.2328
gyzdmnzwgege,149.2080
gq3tqmbwgqge,149.2000
hezdcmrvgige,149.2000
gq4dmnrshege,149.2000
gu4tmnbzgqge,149.2000
haytqojsgmge,149.2000
haydimjqguge,149.2000
gyzdsnrrguge,149.2000
gyytcobzgmge,149.2000
heydcmrzhege,149.1904
g44donigenes,149.1871
